OptionID,类型号码,名称,说明,最小值,最大值,等级需求,属性等级,AvailableOn,Avgrade,OpMultiple,属性分类
3318,33,bonus_hpmaxp, % HP 最大值,9,15,0,85,49152,3,0,11
367,3,bonus_attdmag, 魔法攻击力,17,54,0,85,229456,7,0,4
4887,48,bonus_ind_defrate, 防御成功率,17,51,0,85,261632,7,0,1
6617,66,op_mad, %对狂暴怪的攻击效果加强,21,42,0,85,511,3,0,18
2457,24,bonus_allresi, 所有抵抗力,17,18,0,85,98304,7,0,9
7017,70,op_dmgneu, % 攻击无效,7,7,0,85,40960,3,0,19
2257,22,bonus_resilight, 闪电抵抗力,17,19,0,85,163328,7,0,9
8517,85,bonus_final_def, % 最终防御力,10,25,0,85,65536,6,0,4
8367,83,bonus_final_mag, % 魔法攻击力,20,38,0,85,98304,6,0,4
8167,81,bonus_final_attrate, % 最终攻击成功率,20,38,0,85,98304,6,0,6
8617,86,op_death, % 对残忍怪的攻击效果加强,19,38,0,85,511,3,0,18
8170,81,bonus_final_attrate, % 最终攻击成功率,23,44,0,100,98304,6,0,6
6711,67,op_elite, % 对怪物的攻击效果加强,8,15,0,55,511,3,0,18
9004,1100,Fighter Class Skill, +1 圣战士特殊技能等级,201,201,0,60,98314,6,0,21
9326,1100,Bind Tentacle, +1 缠绕 (女战士),25,25,0,60,65793,7,0,21
9006,1200,Fighter Class Skill, +2 圣战士特殊技能等级,201,201,0,60,98314,6,0,21
8212,82,bonus_final_attd, % 最终攻击力,15,28,0,60,98304,6,0,4
9213,1200,Life UP, +2 提升生命 (圣战士),13,13,0,60,149504,7,0,21
9187,1100,Magic Weapon, +1 强化魔法 (圣战士),11,11,0,60,131082,7,0,21
9392,1200,Ice Prison, +2 冰冻 (魔法师),32,32,0,60,233552,7,0,21
9010,1100,Fighter All Skill, +1 圣战士所有技能等级,203,203,0,60,98304,6,0,21
9209,1100,Life UP, +1 提升生命 (圣战士),13,13,0,60,149504,7,0,21
9059,1100,Class Skill, +1 所有特殊技能等级,217,217,0,60,98304,6,0,21
9381,1200,Explosion, +2 火球术 (魔法师),31,31,0,60,233552,7,0,21
9352,1100,Wail of Valkyrie, +1 哀嚎 (女战士),28,28,0,60,65536,7,0,21
9365,1100,Shadow, +1 分身 (女战士),30,30,0,60,65536,7,0,21
8412,84,bonus_final_defrate, % 最终防御成功率,16,22,0,60,65536,6,0,5
9090,1300,Increase Accuracy, +3 精确 (基础),2,2,0,60,131584,7,0,21
8312,83,bonus_final_mag, % 魔法攻击力,15,28,0,60,98304,6,0,4
9355,1200,Wail of Valkyrie, +2 哀嚎 (女战士),28,28,0,60,65536,7,0,21
9088,1200,Increase Accuracy, +2 精确 (基础),2,2,0,60,131584,7,0,21
8162,81,bonus_final_attrate, % 最终攻击成功率,15,28,0,60,98304,6,0,6
9347,1200,Burst, +2 紧逼 (女战士),27,27,0,60,66560,7,0,21
9377,1100,Explosion, +1 火球术 (魔法师),31,31,0,60,233552,7,0,21
9046,1100,Savage All Skill, +1 野蛮人所有技能等级,215,215,0,60,98304,6,0,21
9078,1300,Increase Weight, +3 负重增加 (基础),1,1,0,60,133120,7,0,21
9270,1100,Call Kratu, +1 克拉克召唤 (圣战士),20,20,0,60,69632,7,0,21
8262,82,bonus_final_attd, % 最终攻击力,15,28,0,60,98304,6,0,4
9040,1100,Savage Class Skill, +1 野蛮人特殊技能等级,213,213,0,60,98340,6,0,21
9263,1100,Encourage, +1 鼓励 (圣战士),19,19,0,60,65538,7,0,21
9042,1200,Savage Class Skill, +2 野蛮人特殊技能等级,213,213,0,60,98340,6,0,21
9065,1100,All Skill, +1 所有技能等级,219,219,0,60,98304,6,0,21
9034,1100,Magician All Skill, +1 魔法师所有技能等级,211,211,0,60,98304,6,0,21
9235,1200,Mirror Defense, +2 荆棘光环 (圣战士),15,15,0,60,90112,7,0,21
9286,1200,Haste, +2 附着魔法 (女战士),21,21,0,60,132608,7,0,21
9257,1100,Critical Blow, +1 必杀 (圣战士),18,18,0,60,65538,7,0,21
9252,1200,Shock Wave, +2 剑气 (圣战士),17,17,0,60,65538,7,0,21
9249,1100,Shock Wave, +1 剑气 (圣战士),17,17,0,60,65538,7,0,21
9052,1100,Basic Skill, +1 所有基础技能等级,216,216,0,60,98304,6,0,21
9061,1200,Class Skill, +2 所有特殊技能等级,217,217,0,60,98304,6,0,21
9054,1200,Basic Skill, +2 所有基础技能等级,216,216,0,60,98304,6,0,21
9244,1200,Brave, +2 勇敢 (圣战士),16,16,0,60,69634,7,0,21
9165,1100,Onehand Mastery, +1 单手技能 (基础),9,9,0,60,131215,7,0,21
2722,27,bonus_lightdmg, 电属性攻击,22,24,0,66,431,3,0,10
1021,10,bonus_str, 力量,1,1,0,66,232062,3,0,8
4322,43,bonus_hpspd, % HP 恢复力,23,26,0,66,245760,3,0,15
2522,25,bonus_firedmg, 火属性攻击,22,24,0,66,431,3,0,10
4422,44,bonus_mpspd, % MP 恢复力,23,26,0,66,233552,3,0,16
2822,28,bonus_poisondmg, 毒属性攻击,22,24,0,66,431,3,0,10
1421,14,bonus_allatr, 所有能力值,1,1,0,66,231504,3,0,8
1121,11,bonus_dex, 敏捷,1,1,0,66,231305,3,0,8
421,4,bonus_critic, 必杀技成功率,21,22,0,66,32768,3,0,2
3122,31,bonus_mpmax, MP 最大值,43,47,0,66,235600,3,0,12
1321,13,bonus_int, 智慧,1,1,0,66,235610,3,0,8
3021,30,bonus_hpmax, HP 最大值,41,45,0,66,247808,3,0,11
3121,31,bonus_mpmax, MP 最大值,41,45,0,66,235600,3,0,12
3022,30,bonus_hpmax, HP 最大值,43,47,0,66,247808,3,0,11
2622,26,bonus_waterdmg, 水属性攻击,22,24,0,66,431,3,0,10
1221,12,bonus_con, 体力,1,1,0,66,261632,3,0,8
3222,32,bonus_weight, % 负重最大值,23,31,0,66,19968,3,0,13
3522,35,bonus_weightmax, 负重最大值,73,75,0,66,19968,3,0,13
3123,31,bonus_mpmax, MP 最大值,45,49,0,69,235600,3,0,12
2723,27,bonus_lightdmg, 电属性攻击,23,25,0,69,431,3,0,10
3523,35,bonus_weightmax, 负重最大值,76,78,0,69,19968,3,0,13
3023,30,bonus_hpmax, HP 最大值,45,49,0,69,247808,3,0,11
422,4,bonus_critic, 必杀技成功率,22,23,0,69,32768,3,0,2
2823,28,bonus_poisondmg, 毒属性攻击,23,25,0,69,431,3,0,10
4323,43,bonus_hpspd, % HP 恢复力,24,27,0,69,245760,3,0,15
1422,14,bonus_allatr, 所有能力值,1,2,0,69,231504,3,0,8
4423,44,bonus_mpspd, % MP 恢复力,24,27,0,69,233552,3,0,16
1322,13,bonus_int, 智慧,1,2,0,69,235610,3,0,8
1022,10,bonus_str, 力量,1,2,0,69,232062,3,0,8
3223,32,bonus_weight, % 负重最大值,24,32,0,69,19968,3,0,13
1122,11,bonus_dex, 敏捷,1,2,0,69,231305,3,0,8
2523,25,bonus_firedmg, 火属性攻击,23,25,0,69,431,3,0,10
1222,12,bonus_con, 体力,1,2,0,69,261632,3,0,8
2623,26,bonus_waterdmg, 水属性攻击,23,25,0,69,431,3,0,10
4785,47,bonus_ind_attd, 攻击力,15,45,0,70,431,7,0,2
565,5,bonus_defrate, 最终防御成功率,15,48,0,70,229376,7,0,5
165,1,bonus_attrate, 最终攻击成功率,15,48,0,70,229376,7,0,6
2454,24,bonus_allresi, 所有抵抗力,14,15,0,70,98304,7,0,9
265,2,bonus_attdphy, 最终攻击力,15,48,0,70,229376,7,0,4
2354,23,bonus_resipoiso, 毒抵抗力,14,16,0,70,163328,7,0,9
4684,46,bonus_ind_attrate, 攻击成功率,14,42,0,70,229807,7,0,1
364,3,bonus_attdmag, 魔法攻击力,14,45,0,70,229456,7,0,4
2254,22,bonus_resilight, 闪电抵抗力,14,16,0,70,163328,7,0,9
3315,33,bonus_hpmaxp, % HP 最大值,7,12,0,70,49152,3,0,11
9411,1100,Air Pressure, +1 重力场 (魔法师),34,34,0,70,233552,7,0,21
9091,1300,Increase Accuracy, +3 精确 (基础),2,2,0,70,131584,7,0,21
9115,1300,Health Recharge, +3 体力恢复 (基础),4,4,0,70,147456,7,0,21
9113,1200,Health Recharge, +2 体力恢复 (基础),4,4,0,70,147456,7,0,21
9035,1100,Magician All Skill, +1 魔法师所有技能等级,211,211,0,70,98304,6,0,21
9036,1200,Magician All Skill, +2 魔法师所有技能等级,211,211,0,70,98304,6,0,21
9109,1100,Health Recharge, +1 体力恢复 (基础),4,4,0,70,147456,7,0,21
9041,1100,Savage Class Skill, +1 野蛮人特殊技能等级,213,213,0,70,98340,6,0,21
9043,1200,Savage Class Skill, +2 野蛮人特殊技能等级,213,213,0,70,98340,6,0,21
9047,1100,Savage All Skill, +1 野蛮人所有技能等级,215,215,0,70,98304,6,0,21
9017,1100,Valkyrie Class Skill, +1 女战士特殊技能等级,205,205,0,70,98561,6,0,21
9053,1100,Basic Skill, +1 所有基础技能等级,216,216,0,70,98304,6,0,21
9024,1200,Valkyrie All Skill, +2 女战士所有技能等级,207,207,0,70,98304,6,0,21
9060,1100,Class Skill, +1 所有特殊技能等级,217,217,0,70,98304,6,0,21
9062,1200,Class Skill, +2 所有特殊技能等级,217,217,0,70,98304,6,0,21
9066,1100,All Skill, +1 所有技能等级,219,219,0,70,98304,6,0,21
9067,1200,All Skill, +2 所有技能等级,219,219,0,70,98304,6,0,21
9073,1100,Increase Weight, +1 负重增加 (基础),1,1,0,70,133120,7,0,21
9077,1200,Increase Weight, +2 负重增加 (基础),1,1,0,70,133120,7,0,21
9079,1300,Increase Weight, +3 负重增加 (基础),1,1,0,70,133120,7,0,21
9103,1300,Increase Dodge, +3 闪避 (基础),3,3,0,70,132096,7,0,21
9101,1200,Increase Dodge, +2 闪避 (基础),3,3,0,70,132096,7,0,21
8414,84,bonus_final_defrate, % 最终防御成功率,18,24,0,70,65536,6,0,5
9085,1100,Increase Accuracy, +1 精确 (基础),2,2,0,70,131584,7,0,21
9097,1100,Increase Dodge, +1 闪避 (基础),3,3,0,70,132096,7,0,21
9089,1200,Increase Accuracy, +2 精确 (基础),2,2,0,70,131584,7,0,21
9048,1200,Savage All Skill, +2 野蛮人所有技能等级,215,215,0,70,98304,6,0,21
9137,1200,Twohand Mastery, +2 双手技能 (基础),6,6,0,70,131104,7,0,21
8364,83,bonus_final_mag, % 魔法攻击力,17,32,0,70,98304,6,0,4
9133,1100,Twohand Mastery, +1 双手技能 (基础),6,6,0,70,131104,7,0,21
8514,85,bonus_final_def, % 最终防御力,8,20,0,70,65536,6,0,4
9031,1200,Magician Class Skill, +2 魔法师特殊技能等级,209,209,0,70,98384,6,0,21
9127,1300,Mana Recharge, +3 魔力恢复 (基础),5,5,0,70,135168,7,0,21
8614,86,op_death, % 对残忍怪的攻击效果加强,16,32,0,70,511,3,0,18
9125,1200,Mana Recharge, +2 魔力恢复 (基础),5,5,0,70,135168,7,0,21
9138,1300,Twohand Mastery, +3 双手技能 (基础),6,6,0,70,131104,7,0,21
9121,1100,Mana Recharge, +1 魔力恢复 (基础),5,5,0,70,135168,7,0,21
2527,25,bonus_firedmg, 火属性攻击,27,29,0,81,431,3,0,10
11014,24,bonus_allresi, 所有抵抗力,22,23,0,100,98304,7,0,9
7605,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7606,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7607,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
2340,23,bonus_resipoiso, 毒抵抗力,77,80,0,125,163328,7,0,9
2339,23,bonus_resipoiso, 毒抵抗力,75,79,0,125,163328,7,0,9
2338,23,bonus_resipoiso, 毒抵抗力,73,77,0,125,163328,7,0,9
7601,76,op_stun, % 眩晕,4,4,0,125,511,3,0,20
7615,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
2320,23,bonus_resipoiso, 毒抵抗力,37,41,0,125,163328,3,0,9
3154,31,bonus_mpmax, MP 最大值,200,210,0,125,247808,7,0,12
7608,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7609,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7610,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7611,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7612,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
3152,31,bonus_mpmax, MP 最大值,45,50,0,125,235600,7,0,12
7614,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
3151,31,bonus_mpmax, MP 最大值,90,100,0,125,235600,7,0,12
7616,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
7617,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
2240,22,bonus_resilight, 闪电抵抗力,77,80,0,125,163328,7,0,9
2239,22,bonus_resilight, 闪电抵抗力,75,79,0,125,163328,7,0,9
2238,22,bonus_resilight, 闪电抵抗力,73,77,0,125,163328,7,0,9
2237,22,bonus_resilight, 闪电抵抗力,71,75,0,125,163328,7,0,9
3144,31,bonus_mpmax, MP 最大值,87,91,0,125,235600,7,0,12
7613,76,op_stun, % 眩晕,0,0,0,125,511,3,0,20
2308,23,bonus_resipoiso, 毒抵抗力,13,17,0,125,163328,3,0,9
2317,23,bonus_resipoiso, 毒抵抗力,31,35,0,125,163328,3,0,9
2316,23,bonus_resipoiso, 毒抵抗力,29,33,0,125,163328,3,0,9
2315,23,bonus_resipoiso, 毒抵抗力,27,31,0,125,163328,3,0,9
2314,23,bonus_resipoiso, 毒抵抗力,25,29,0,125,163328,3,0,9
2313,23,bonus_resipoiso, 毒抵抗力,23,27,0,125,163328,3,0,9
2312,23,bonus_resipoiso, 毒抵抗力,25,25,0,125,163328,3,0,9
2311,23,bonus_resipoiso, 毒抵抗力,19,23,0,125,163328,3,0,9
3153,31,bonus_mpmax, MP 最大值,190,200,0,125,235600,7,0,12
2309,23,bonus_resipoiso, 毒抵抗力,15,19,0,125,163328,3,0,9
2235,22,bonus_resilight, 闪电抵抗力,67,71,0,125,163328,7,0,9
2307,23,bonus_resipoiso, 毒抵抗力,11,15,0,125,163328,3,0,9
2306,23,bonus_resipoiso, 毒抵抗力,9,13,0,125,163328,3,0,9
2305,23,bonus_resipoiso, 毒抵抗力,10,10,0,125,163328,3,0,9
2304,23,bonus_resipoiso, 毒抵抗力,5,9,0,125,163328,3,0,9
2303,23,bonus_resipoiso, 毒抵抗力,3,7,0,125,163328,3,0,9
2302,23,bonus_resipoiso, 毒抵抗力,2,5,0,125,163328,3,0,9
2301,23,bonus_resipoiso, 毒抵抗力,1,3,0,125,163328,3,0,9
2310,23,bonus_resipoiso, 毒抵抗力,17,21,0,125,163328,3,0,9
2625,26,bonus_waterdmg, 水属性攻击,25,27,0,75,431,3,0,10
327,3,bonus_attdmag, 魔法攻击力,56,58,0,125,229456,3,0,4
326,3,bonus_attdmag, 魔法攻击力,54,56,0,125,229456,3,0,4
325,3,bonus_attdmag, 魔法攻击力,52,54,0,125,229456,3,0,4
324,3,bonus_attdmag, 魔法攻击力,50,52,0,125,229456,3,0,4
323,3,bonus_attdmag, 魔法攻击力,48,50,0,125,229456,3,0,4
322,3,bonus_attdmag, 魔法攻击力,46,48,0,125,229456,3,0,4
232,2,bonus_attdphy, 最终攻击力,40,42,0,125,229376,7,0,4
332,3,bonus_attdmag, 魔法攻击力,40,42,0,125,229456,7,0,4
7927,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
809,8,bonus_castrate, 使用技能速度,0,0,0,125,36928,3,0,7
7917,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7918,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7919,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7920,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7921,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7922,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7923,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7924,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
342,3,bonus_attdmag, 魔法攻击力,86,88,0,125,229456,7,0,4
7926,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
343,3,bonus_attdmag, 魔法攻击力,88,90,0,125,229456,7,0,4
7928,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7929,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7930,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
350,3,bonus_attdmag, 魔法攻击力,102,104,0,125,229456,7,0,4
349,3,bonus_attdmag, 魔法攻击力,100,102,0,125,229456,7,0,4
348,3,bonus_attdmag, 魔法攻击力,98,100,0,125,229456,7,0,4
347,3,bonus_attdmag, 魔法攻击力,96,98,0,125,229456,7,0,4
346,3,bonus_attdmag, 魔法攻击力,94,96,0,125,229456,7,0,4
345,3,bonus_attdmag, 魔法攻击力,92,94,0,125,229456,7,0,4
319,3,bonus_attdmag, 魔法攻击力,40,42,0,125,229456,3,0,4
7925,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
244,2,bonus_attdphy, 最终攻击力,90,92,0,125,229376,7,0,4
7937,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7938,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7939,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7940,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
7941,79,op_sumdef, % 召唤物防御强化,0,0,0,125,139344,3,0,20
250,2,bonus_attdphy, 最终攻击力,102,104,0,125,229376,7,0,4
249,2,bonus_attdphy, 最终攻击力,100,102,0,125,229376,7,0,4
248,2,bonus_attdphy, 最终攻击力,98,100,0,125,229376,7,0,4
247,2,bonus_attdphy, 最终攻击力,96,98,0,125,229376,7,0,4
321,3,bonus_attdmag, 魔法攻击力,44,46,0,125,229456,3,0,4
7330,73,op_indest, 无限耐久力,1,1,0,125,32768,3,0,14
1424,14,bonus_allatr, 所有能力值,1,4,0,75,231504,3,0,8
365,3,bonus_attdmag, 魔法攻击力,15,48,0,75,229456,7,0,4
6715,67,op_elite, % 对怪物的攻击效果加强,10,19,0,75,511,3,0,18
566,5,bonus_defrate, 最终防御成功率,16,51,0,75,229376,7,0,5
4786,47,bonus_ind_attd, 攻击力,16,48,0,75,431,7,0,2
2455,24,bonus_allresi, 所有抵抗力,15,16,0,75,98304,7,0,9
6615,66,op_mad, %对狂暴怪的攻击效果加强,19,38,0,75,511,3,0,18
3125,31,bonus_mpmax, MP 最大值,49,53,0,75,235600,3,0,12
3416,34,bonus_mpmaxp, % MP 最大值,7,12,0,75,98384,3,0,12
666,6,bonus_def, 最终防御力,16,80,0,75,229376,7,0,4
1024,10,bonus_str, 力量,1,4,0,75,232062,3,0,8
2825,28,bonus_poisondmg, 毒属性攻击,25,27,0,75,431,3,0,10
8265,82,bonus_final_attd, % 最终攻击力,18,34,0,75,98304,6,0,4
8165,81,bonus_final_attrate, % 最终攻击成功率,18,34,0,75,98304,6,0,6
8215,82,bonus_final_attd, % 最终攻击力,18,34,0,75,98304,6,0,4
8515,85,bonus_final_def, % 最终防御力,8,20,0,75,65536,6,0,4
8615,86,op_death, % 对残忍怪的攻击效果加强,17,34,0,75,511,3,0,18
8415,84,bonus_final_defrate, % 最终防御成功率,19,25,0,75,65536,6,0,5
8365,83,bonus_final_mag, % 魔法攻击力,18,34,0,75,98304,6,0,4
8115,81,bonus_final_attrate, % 最终攻击成功率,18,34,0,75,98304,6,0,6
8315,83,bonus_final_mag, % 魔法攻击力,18,34,0,75,98304,6,0,4
4326,43,bonus_hpspd, % HP 恢复力,27,30,0,78,245760,3,0,15
1325,13,bonus_int, 智慧,1,1,0,78,235610,3,0,8
2526,25,bonus_firedmg, 火属性攻击,26,28,0,78,431,3,0,10
3126,31,bonus_mpmax, MP 最大值,51,55,0,78,235600,3,0,12
4426,44,bonus_mpspd, % MP 恢复力,27,30,0,78,233552,3,0,16
3026,30,bonus_hpmax, HP 最大值,51,55,0,78,247808,3,0,11
1225,12,bonus_con, 体力,1,1,0,78,261632,3,0,8
425,4,bonus_critic, 必杀技成功率,25,26,0,78,32768,3,0,2
2826,28,bonus_poisondmg, 毒属性攻击,26,28,0,78,431,3,0,10
3226,32,bonus_weight, % 负重最大值,27,35,0,78,19968,3,0,13
1025,10,bonus_str, 力量,1,1,0,78,232062,3,0,8
2626,26,bonus_waterdmg, 水属性攻击,26,28,0,78,431,3,0,10
1425,14,bonus_allatr, 所有能力值,1,1,0,78,231504,3,0,8
3526,35,bonus_weightmax, 负重最大值,85,87,0,78,19968,3,0,13
1125,11,bonus_dex, 敏捷,1,1,0,78,231305,3,0,8
2726,27,bonus_lightdmg, 电属性攻击,26,28,0,78,431,3,0,10
267,2,bonus_attdphy, 最终攻击力,17,54,0,80,229376,7,0,4
2356,23,bonus_resipoiso, 毒抵抗力,16,18,0,80,163328,7,0,9
3317,33,bonus_hpmaxp, % HP 最大值,9,15,0,80,49152,3,0,11
567,5,bonus_defrate, 最终防御成功率,17,54,0,80,229376,7,0,5
2456,24,bonus_allresi, 所有抵抗力,16,17,0,80,98304,7,0,9
4787,47,bonus_ind_attd, 攻击力,17,51,0,80,431,7,0,2
1129,11,bonus_dex, 敏捷,1,5,0,90,231305,3,0,8
670,6,bonus_def, 最终防御力,20,100,0,95,229376,7,0,4
4589,45,bonus_ind_def, 防御力,19,60,0,95,32256,7,0,2
4790,47,bonus_ind_attd, 攻击力,20,60,0,95,431,7,0,2
369,3,bonus_attdmag, 魔法攻击力,19,60,0,95,229456,7,0,4
7019,70,op_dmgneu, % 攻击无效,9,9,0,95,40960,3,0,19
4889,48,bonus_ind_defrate, 防御成功率,19,57,0,95,261632,7,0,1
270,2,bonus_attdphy, 最终攻击力,20,63,0,95,229376,7,0,4
2159,21,bonus_resiwater, 水抵抗力,19,21,0,95,163328,7,0,9
8269,82,bonus_final_attd, % 最终攻击力,22,42,0,95,98304,6,0,4
8319,83,bonus_final_mag, % 魔法攻击力,22,42,0,95,98304,6,0,4
8119,81,bonus_final_attrate, % 最终攻击成功率,22,42,0,95,98304,6,0,6
8519,85,bonus_final_def, % 最终防御力,10,25,0,95,65536,6,0,4
8369,83,bonus_final_mag, % 魔法攻击力,22,42,0,95,98304,6,0,4
8169,81,bonus_final_attrate, % 最终攻击成功率,22,42,0,95,98304,6,0,6
8219,82,bonus_final_attd, % 最终攻击力,22,42,0,95,98304,6,0,4
8419,84,bonus_final_defrate, % 最终防御成功率,23,29,0,95,65536,6,0,5
8619,86,op_death, % 对残忍怪的攻击效果加强,21,42,0,95,511,3,0,18
2832,28,bonus_poisondmg, 毒属性攻击,32,34,0,96,431,3,0,10
2533,25,bonus_firedmg, 火属性攻击,32,34,0,96,431,3,0,10
2732,27,bonus_lightdmg, 电属性攻击,32,34,0,96,431,3,0,10
2632,26,bonus_waterdmg, 水属性攻击,32,34,0,96,431,3,0,10
2534,25,bonus_firedmg, 火属性攻击,33,35,0,99,431,3,0,10
2633,26,bonus_waterdmg, 水属性攻击,33,35,0,99,431,3,0,10
2833,28,bonus_poisondmg, 毒属性攻击,33,35,0,99,431,3,0,10
2733,27,bonus_lightdmg, 电属性攻击,33,35,0,99,431,3,0,10
4590,45,bonus_ind_def, 防御力,20,60,0,100,32256,7,0,2
3420,34,bonus_mpmaxp, % MP 最大值,9,15,0,100,98384,3,0,12
6620,66,op_mad, %对狂暴怪的攻击效果加强,24,48,0,100,511,3,0,18
2460,24,bonus_allresi, 所有抵抗力,20,21,0,100,98304,7,0,9
7020,70,op_dmgneu, % 攻击无效,35,35,0,100,40960,3,0,19
4690,46,bonus_ind_attrate, 攻击成功率,20,60,0,100,229807,7,0,1
4890,48,bonus_ind_defrate, 防御成功率,20,60,0,100,261632,7,0,1
6520,65,op_venom, %对暴戾怪的攻击效果加强,24,48,0,100,511,3,0,18
6720,67,op_elite, % 对怪物的攻击效果加强,12,24,0,100,511,3,0,18
370,3,bonus_attdmag, 魔法攻击力,20,63,0,100,229456,7,0,4
2060,20,bonus_resifire, 火抵抗力,20,22,0,100,163328,7,0,9
2260,22,bonus_resilight, 闪电抵抗力,20,22,0,100,163328,7,0,9
2160,21,bonus_resiwater, 水抵抗力,20,22,0,100,163328,7,0,9
2360,23,bonus_resipoiso, 毒抵抗力,20,22,0,100,163328,7,0,9
3320,33,bonus_hpmaxp, % HP 最大值,9,15,0,100,49152,3,0,11
9369,1100,Shadow, +1 分身 (女战士),30,30,0,100,65536,7,0,21
2203,22,bonus_resilight, 闪电抵抗力,3,7,0,125,163328,3,0,9
9029,1100,Magician Class Skill, +1 魔法师特殊技能等级,209,209,0,70,98384,6,0,21
8217,82,bonus_final_attd, % 最终攻击力,20,38,0,85,98304,6,0,4
8417,84,bonus_final_defrate, % 最终防御成功率,21,27,0,85,65536,6,0,5
8267,82,bonus_final_attd, % 最终攻击力,20,38,0,85,98304,6,0,4
8117,81,bonus_final_attrate, % 最终攻击成功率,20,38,0,85,98304,6,0,6
1328,13,bonus_int, 智慧,1,4,0,87,235610,3,0,8
4329,43,bonus_hpspd, % HP 恢复力,30,33,0,87,245760,3,0,15
4429,44,bonus_mpspd, % MP 恢复力,30,33,0,87,233552,3,0,16
2829,28,bonus_poisondmg, 毒属性攻击,29,31,0,87,431,3,0,10
1128,11,bonus_dex, 敏捷,1,4,0,87,231305,3,0,8
1428,14,bonus_allatr, 所有能力值,1,4,0,87,231504,3,0,8
1028,10,bonus_str, 力量,1,4,0,87,232062,3,0,8
428,4,bonus_critic, 必杀技成功率,28,29,0,87,32768,3,0,2
3529,35,bonus_weightmax, 负重最大值,94,96,0,87,19968,3,0,13
3129,31,bonus_mpmax, MP 最大值,57,61,0,87,235600,3,0,12
2729,27,bonus_lightdmg, 电属性攻击,29,31,0,87,431,3,0,10
3029,30,bonus_hpmax, HP 最大值,57,61,0,87,247808,3,0,11
1228,12,bonus_con, 体力,1,4,0,87,261632,3,0,8
2529,25,bonus_firedmg, 火属性攻击,29,31,0,87,431,3,0,10
3229,32,bonus_weight, % 负重最大值,30,38,0,87,19968,3,0,13
2629,26,bonus_waterdmg, 水属性攻击,29,31,0,87,431,3,0,10
569,5,bonus_defrate, 最终防御成功率,19,60,0,90,229376,7,0,5
4688,46,bonus_ind_attrate, 攻击成功率,18,54,0,90,229807,7,0,1
2830,28,bonus_poisondmg, 毒属性攻击,30,32,0,90,431,3,0,10
2258,22,bonus_resilight, 闪电抵抗力,18,20,0,90,163328,7,0,9
4430,44,bonus_mpspd, % MP 恢复力,31,34,0,90,233552,7,0,16
1329,13,bonus_int, 智慧,1,5,0,90,235610,3,0,8
669,6,bonus_def, 最终防御力,19,95,0,90,229376,7,0,4
3319,33,bonus_hpmaxp, % HP 最大值,9,15,0,90,49152,3,0,11
3419,34,bonus_mpmaxp, % MP 最大值,9,15,0,90,98384,3,0,12
7018,70,op_dmgneu, % 攻击无效,8,8,0,90,40960,3,0,19
2630,26,bonus_waterdmg, 水属性攻击,30,32,0,90,431,3,0,10
6518,65,op_venom, %对暴戾怪的攻击效果加强,22,44,0,90,511,3,0,18
269,2,bonus_attdphy, 最终攻击力,19,60,0,90,229376,7,0,4
4888,48,bonus_ind_defrate, 防御成功率,18,54,0,90,261632,7,0,1
3530,35,bonus_weightmax, 负重最大值,97,99,0,90,19968,3,0,13
6718,67,op_elite, % 对怪物的攻击效果加强,11,22,0,90,511,3,0,18
368,3,bonus_attdmag, 魔法攻击力,18,57,0,90,229456,7,0,4
169,1,bonus_attrate, 最终攻击成功率,19,60,0,90,229376,7,0,6
